955;Выезд на полосу встречного движения 1. Нарушение правил проезда пешеходного перехода 2. Неправильный выбор дистанции 5. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Несоблюдение очередности проезда 2. Несоблюдение условий 1. разрешающих движение транспорта задним ходом 1. ;13;(54.9, 39.0);19.0;4.0;28.0;38.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1, 'Дорожные знаки и светофоры': 1}
959;Несоответствие скорости конкретным условиям движения 4. Неправильный выбор дистанции 4. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 6. Нарушение правил проезда пешеходного перехода 7. Нарушения правил пользования общественным транспортом 1. Нарушение правил обгона 2. Нарушение правил перестроения 4. Превышение установленной скорости движения 3. Нарушение требований сигналов светофора 3. Несоблюдение очередности проезда 7. Неподчинение сигналам регулирования (пешеход) 3. Выезд на полосу встречного движения 1. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. Нахождение на проезжей части без цели её перехода 1. Другие нарушения ПДД водителями 2. ;49;(55.7, 37.9);59.0;3.0;79.0;110.0;{'Пешеходная инфраструктура': 8, 'Деятельность органов власти в сфере безопасности дорожного движения': 3, 'Дорожные знаки и светофоры': 3, 'Дорожная разметка': 1}
972;Несоблюдение очередности проезда 2. Нарушения правил пользования общественным транспортом 1. Нарушение правил проезда пешеходного перехода 1. Другие нарушения ПДД водителями 1. ;5;(53.3, 34.3);6.0;0.0;8.0;11.0;{'Дорожные знаки и светофоры': 1, 'Качество дорожного покрытия': 1, 'Дорожная разметка': 1}
980;Нарушение правил проезда пешеходного перехода 4. Другие нарушения ПДД водителями 6. Иные нарушения ПДД пешеходом 1. Несоблюдение очередности проезда 5. Неправильный выбор дистанции 6. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. Нахождение на проезжей части без цели её перехода 1. Нарушение правил проезда ж/д переездов 1. Нарушение правил перестроения 1. Выезд на полосу встречного движения 1. ;27;(44.5, 33.5);35.0;2.0;44.0;74.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
992;Другие нарушения ПДД водителями 14. Нарушение правил проезда пешеходного перехода 3. Несоблюдение очередности проезда 8. Выезд на полосу встречного движения 3. Неправильный выбор дистанции 4. Нарушение требований дорожных знаков 1. Выезд на полосу встречного движения в местах, где это запрещено 3. Несоответствие скорости конкретным условиям движения 5. Нарушение требований сигналов светофора 1. Нарушение правил перестроения 1. ;43;(53.0, 158.6);71.0;4.0;73.0;210.0;{'Пешеходная инфраструктура': 1}
1008;Выезд на полосу встречного движения 2. Несоответствие скорости конкретным условиям движения 1. Несоблюдение очередности проезда 1. Другие нарушения ПДД водителями 1. Нарушение правил расположения ТС на проезжей части 1. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. ;7;(59.6, 29.9);7.0;1.0;10.0;24.0;{'Ремонтные работы': 1}
1012;Несоблюдение очередности проезда 7. Другие нарушения ПДД водителями 2. Неправильный выбор дистанции 2. Выезд на полосу встречного движения 1. ;12;(52.5, 39.5);17.0;1.0;26.0;40.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1, 'Качество дорожного покрытия': 1}
1014;Несоответствие скорости конкретным условиям движения 1. Неправильный выбор дистанции 1. ;2;(57.9, 41.1);4.0;0.0;3.0;7.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1042;Неправильный выбор дистанции 2. Нарушение правил проезда пешеходного перехода 4. Несоблюдение очередности проезда 2. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 2. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Выезд на полосу встречного движения 2. Неожиданный выход из-за сооружений (деревьев) 1. Разворот в местах, где разворот запрещён 1. Выезд на полосу встречного движения с разворотом 1. поворотом налево или объездом препятствия 1. ;18;(44.5, 33.4);26.0;0.0;27.0;54.0;{'Пешеходная инфраструктура': 2, 'Дорожные знаки и светофоры': 1}
1065;Несоблюдение бокового интервала 1. Выезд на полосу встречного движения с разворотом 1. поворотом налево или объездом препятствия 1. Неправильный выбор дистанции 5. Нарушение правил расположения ТС на проезжей части 3. Другие нарушения ПДД водителями 2. Нарушение правил перестроения 2. Несоответствие скорости конкретным условиям движения 1. Несоблюдение очередности проезда 1. ;17;(55.5, 37.2);22.0;7.0;36.0;67.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 2, 'Дорожная разметка': 1}
1076;Выезд на полосу встречного движения в местах, где это запрещено 1. Стоянка на проезжей части или обочине без освещения 1. Нарушение правил остановки и стоянки 1. Несоблюдение очередности проезда 2. Другие нарушения ПДД водителями 1. Нахождение на проезжей части без цели её перехода 1. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Неправильный выбор дистанции 1. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. ;10;(56.9, 60.5);16.0;4.0;17.0;26.0;{'Качество дорожного покрытия': 1, 'Дорожные знаки и светофоры': 1}
1091;Нарушение правил перестроения 6. Другие нарушения ПДД водителями 4. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Неправильный выбор дистанции 11. Переход проезжей части в запрещённом месте (оборудованном пешеходными ограждениями) 2. Нарушение правил расположения ТС на проезжей части 8. Превышение установленной скорости движения 1. Несоблюдение бокового интервала 1. Выезд на полосу встречного движения 3. Несоблюдение очередности проезда 1. ;39;(59.8, 30.5);40.0;6.0;84.0;136.0;{'Пешеходная инфраструктура': 1}
1094;Нарушение правил перестроения 13. Неправильный выбор дистанции 20. Нарушение правил проезда пешеходного перехода 3. Выезд на полосу встречного движения 2. Превышение установленной скорости движения 3. Несоответствие скорости конкретным условиям движения 8. Несоблюдение очередности проезда 3. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. ;54;(55.9, 37.5);66.0;6.0;118.0;189.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1, 'Пешеходная инфраструктура': 1}
1100;Несоблюдение очередности проезда 1. Несоответствие скорости конкретным условиям движения 3. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Неожиданный выход из-за ТС 1. Выезд на полосу встречного движения 2. Неправильный выбор дистанции 5. Нарушение правил перестроения 1. Нарушение правил обгона 1. ;15;(55.8, 38.6);25.0;2.0;25.0;44.0;{'Качество дорожного покрытия': 1}
1103;Неправильный выбор дистанции 14. Другие нарушения ПДД водителями 3. Выезд на полосу встречного движения 2. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Нахождение на проезжей части без цели её перехода 1. Переход проезжей части в запрещённом месте (оборудованном пешеходными ограждениями) 3. Неожиданный выход из-за ТС 1. Неподчинение сигналам регулирования (пешеход) 1. Несоблюдение условий 1. разрешающих движение транспорта задним ходом 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. Несоблюдение очередности проезда 5. Несоответствие скорости конкретным условиям движения 2. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. ;37;(55.4, 37.7);63.0;5.0;83.0;131.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1182;Несоответствие скорости конкретным условиям движения 10. Несоблюдение очередности проезда 2. Выезд на полосу встречного движения 2. Нарушение правил перестроения 5. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. Неправильный выбор дистанции 5. Нарушение правил расположения ТС на проезжей части 1. Нарушение правил проезда пешеходного перехода 1. ;27;(55.7, 37.1);39.0;1.0;71.0;112.0;{'Качество дорожного покрытия': 1}
1183;Неправильный выбор дистанции 6. Несоблюдение очередности проезда 2. Выезд на полосу встречного движения 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Нарушение правил расположения ТС на проезжей части 1. Другие нарушения ПДД водителями 3. Нарушение правил проезда пешеходного перехода 1. ;16;(64.5, 40.5);17.0;0.0;27.0;56.0;{'Пешеходная инфраструктура': 1}
1194;Несоблюдение условий 1. разрешающих движение транспорта задним ходом 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Нарушение правил проезда пешеходного перехода 1. Другие нарушения ПДД водителями 3. ;8;(53.7, 37.2);12.0;2.0;12.0;22.0;{'Качество дорожного покрытия': 1}
1195;Несоответствие скорости конкретным условиям движения 2. Иные нарушения ПДД пешеходом 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. Другие нарушения ПДД водителями 1. ;5;(60.3, 30.3);6.0;0.0;7.0;8.0;{'Качество дорожного покрытия': 1}
1198;Нарушение правил перестроения 2. Другие нарушения ПДД водителями 3. Неправильный выбор дистанции 6. Нарушение правил расположения ТС на проезжей части 1. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Несоблюдение очередности проезда 1. ;14;(48.1, 40.2);33.0;1.0;28.0;53.0;{'Качество дорожного покрытия': 1}
1202;Превышение установленной скорости движения 4. Неправильный выбор дистанции 9. Выезд на полосу встречного движения 2. Несоответствие скорости конкретным условиям движения 3. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. Нарушение правил расположения ТС на проезжей части 3. Другие нарушения ПДД водителями 2. Нарушение правил перестроения 3. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1.  2. Несоблюдение бокового интервала 3. Нарушение правил проезда пешеходного перехода 2. Несоблюдение очередности проезда 1. ;36;(55.9, 37.3);46.0;6.0;81.0;124.0;{'Дорожные знаки и светофоры': 1}
1218;Нарушение правил расположения ТС на проезжей части 2. Несоблюдение очередности проезда 2. ;4;(55.7, 52.0);9.0;0.0;7.0;21.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1219;Несоблюдение очередности проезда 6. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Неправильный выбор дистанции 5. Несоответствие скорости конкретным условиям движения 5. Нарушение требований дорожных знаков 1. Превышение установленной скорости движения 2. Выезд на полосу встречного движения 1. Нахождение на проезжей части без цели её перехода 1. ;23;(57.1, 65.5);41.0;1.0;47.0;76.0;{'Дорожные знаки и светофоры': 6, 'Деятельность органов власти в сфере безопасности дорожного движения': 1, 'Дорожная разметка': 1, 'Пешеходная инфраструктура': 3}
1236;Несоблюдение очередности проезда 2. Нарушение правил проезда пешеходного перехода 2. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 2. Неожиданный выход из-за ТС 1. Неправильный выбор дистанции 2. ;9;(55.0, 38.7);8.0;4.0;14.0;21.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 2}
1247;Нарушение правил перестроения 3. Нарушение правил расположения ТС на проезжей части 5. Неправильный выбор дистанции 3. Несоблюдение очередности проезда 1. Нарушение требований дорожных знаков 1. Несоблюдение бокового интервала 2. ;15;(53.3, 50.3);27.0;0.0;30.0;56.0;{'Пешеходная инфраструктура': 1}
1255;Нарушение правил расположения ТС на проезжей части 2. Несоответствие скорости конкретным условиям движения 4. Несоблюдение очередности проезда 2. Неправильный выбор дистанции 2. Выезд на полосу встречного движения 2. ;12;(55.1, 82.9);25.0;1.0;24.0;44.0;{'Дорожные знаки и светофоры': 2}
1269;Выезд на полосу встречного движения с разворотом 2. поворотом налево или объездом препятствия 2. Другие нарушения ПДД водителями 4. Нахождение на проезжей части без цели её перехода 1. Несоответствие скорости конкретным условиям движения 3. Несоблюдение очередности проезда 4. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 3. Переход проезжей части в запрещённом месте (оборудованном пешеходными ограждениями) 1. Превышение установленной скорости движения 3. Нарушение правил проезда пешеходного перехода 2. Выезд на полосу встречного движения 2. Нарушение правил перестроения 3. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Неправильный выбор дистанции 1. ;32;(55.3, 36.7);30.0;7.0;47.0;78.0;{'Дорожные знаки и светофоры': 1}
1282;Нарушение правил проезда пешеходного перехода 2. Несоблюдение бокового интервала 1. Другие нарушения ПДД водителями 9. Неправильный выбор дистанции 19. Несоответствие скорости конкретным условиям движения 16. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Выезд на полосу встречного движения 1. Нахождение на проезжей части без цели её перехода 2. Нарушение правил перестроения 7. Несоблюдение очередности проезда 2. Неподчинение сигналам регулирования (пешеход) 1. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. Другие нарушения иных участников дорожного движения 1. Нарушение требований сигналов светофора 1. ;64;(55.5, 37.7);83.0;1.0;134.0;199.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1, 'Качество дорожного покрытия': 1}
1285;Неправильный выбор дистанции 3. Несоблюдение очередности проезда 1. Нарушение правил расположения ТС на проезжей части 1. ;5;(56.0, 44.9);9.0;0.0;8.0;22.0;{'Дорожная разметка': 1}
1292;Несоблюдение очередности проезда 6. Выезд на полосу встречного движения в местах, где это запрещено 5. Другие нарушения ПДД водителями 3. Несоответствие скорости конкретным условиям движения 5. Нарушение правил перестроения 1. Неправильный выбор дистанции 1. Нарушение правил расположения ТС на проезжей части 1. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. Превышение установленной скорости движения 1. ;24;(43.6, 39.6);32.0;6.0;52.0;92.0;{'Дорожная разметка': 2}
1298;Несоблюдение очередности проезда 11. Нарушение правил проезда пешеходного перехода 2. Несоответствие скорости конкретным условиям движения 4. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Неправильный выбор дистанции 5. Нарушение правил расположения ТС на проезжей части 1. Нарушение требований сигналов светофора 1. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. ;27;(55.8, 37.1);41.0;2.0;51.0;99.0;{'Пешеходная инфраструктура': 3, 'Дорожные знаки и светофоры': 1}
1300;Превышение установленной скорости движения 3. Выезд на полосу встречного движения 3. Несоблюдение очередности проезда 8. Другие нарушения ПДД водителями 4. Нарушение правил проезда пешеходного перехода 3. Неправильный выбор дистанции 3. Иные нарушения ПДД пешеходом 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Нарушение правил расположения ТС на проезжей части 1. Неподчинение сигналам регулирования (пешеход) 1. Нарушение правил обгона 1. Нарушение правил перестроения 1. Несоответствие скорости конкретным условиям движения 2. Выезд на полосу встречного движения с разворотом 1. поворотом налево или объездом препятствия 1. Нарушение требований сигналов светофора 2. ;37;(48.3, 135.0);48.0;3.0;52.0;113.0;{'Пешеходная инфраструктура': 1}
1304;Нарушение требований сигналов светофора 2. Нарушение правил проезда пешеходного перехода 6. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Несоответствие скорости конкретным условиям движения 5. Несоблюдение очередности проезда 5.  1. Неправильный выбор дистанции 8. Нарушение правил обгона 1. Другие нарушения ПДД водителями 1. Выезд на полосу встречного движения 3. Нарушение правил перестроения 2. ;36;(56.1, 40.4);51.0;2.0;67.0;120.0;{'Качество дорожного покрытия': 6, 'Деятельность органов власти в сфере безопасности дорожного движения': 2, 'Пешеходная инфраструктура': 1}
1306;Выезд на полосу встречного движения в местах, где это запрещено 2. Неправильный выбор дистанции 4. Другие нарушения ПДД водителями 1. ;7;(56.8, 59.9);16.0;0.0;21.0;28.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1330;Неподчинение сигналам регулирования (пешеход) 2. Неправильный выбор дистанции 1. Нарушение правил проезда пешеходного перехода 1. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 2. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Выезд на полосу встречного движения с разворотом 1. поворотом налево или объездом препятствия 1. Несоблюдение очередности проезда 5. Нарушение правил расположения ТС на проезжей части 1. Нарушение правил перестроения 1. Другие нарушения ПДД водителями 1. Превышение установленной скорости движения 1. Нарушение правил обгона 1. Несоответствие скорости конкретным условиям движения 1. ;21;(55.9, 37.9);25.0;2.0;31.0;66.0;{'Дорожные знаки и светофоры': 1, 'Деятельность органов власти в сфере безопасности дорожного движения': 2, 'Пешеходная инфраструктура': 1}
1348;Несоблюдение очередности проезда 4. Несоответствие скорости конкретным условиям движения 1. ;5;(54.9, 82.8);9.0;0.0;11.0;24.0;{'Дорожные знаки и светофоры': 1, 'Качество дорожного покрытия': 1}
1349;Неправильный выбор дистанции 3. Другие нарушения ПДД водителями 4. Выезд на полосу встречного движения 1. ;8;(61.0, 72.6);12.0;2.0;19.0;37.0;{'Пешеходная инфраструктура': 1, 'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1381;Неподчинение сигналам регулирования (пешеход) 2. Нарушение требований дорожных знаков 1. Другие нарушения ПДД водителями 2. Превышение установленной скорости движения 1. Нахождение на проезжей части без цели её перехода 1. Несоблюдение очередности проезда 1. ;8;(60.1, 32.5);9.0;0.0;11.0;47.0;{'Качество дорожного покрытия': 1}
1409;Другие нарушения ПДД водителями 1. Неправильный выбор дистанции 6. Несоответствие скорости конкретным условиям движения 8. Несоблюдение очередности проезда 1. Нарушение правил перестроения 1. Несоблюдение бокового интервала 1. Выезд на полосу встречного движения 1. ;19;(55.5, 37.0);29.0;0.0;38.0;71.0;{'Качество дорожного покрытия': 2}
1441;Несоответствие скорости конкретным условиям движения 1. Нарушение требований линий разметки 1. Несоблюдение очередности проезда 3. Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины 1. Другие нарушения ПДД водителями 1. ;7;(57.8, 28.2);7.0;0.0;9.0;12.0;{'Пешеходная инфраструктура': 1}
1443;Несоблюдение очередности проезда 7. Другие нарушения ПДД водителями 4. Выезд на полосу встречного движения 2. Неправильный выбор дистанции 2. Непредоставление преимущества в движении ТС 1. имеющему нанесенные на наружные поверхности специальные цветографические схемы 1. надписи и обозначения 1. с одновременно включённым проблесковым маячком синего цвета и специальным звуковым сигналом 1. Нарушение требований сигналов светофора 3. Нахождение на проезжей части без цели её перехода 1. Нарушение правил проезда пешеходного перехода 1. ;24;(48.5, 135.0);30.0;2.0;33.0;51.0;{'Пешеходная инфраструктура': 2, 'Дорожные знаки и светофоры': 1}
1456;Несоответствие скорости конкретным условиям движения 2. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Нарушение правил проезда пешеходного перехода 1. Нарушение требований линий разметки 1. Нарушение правил расположения ТС на проезжей части 2. Другие нарушения ПДД водителями 3. Нахождение на проезжей части без цели её перехода 1. Выезд на полосу встречного движения 1. Нарушение правил обгона 1. Несоблюдение очередности проезда 4. Нарушение требований сигналов светофора 3. Неправильный выбор дистанции 2. Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка) 1. ;24;(55.7, 38.0);27.0;3.0;40.0;70.0;{'Качество дорожного покрытия': 1, 'Дорожные знаки и светофоры': 1}
1458;Выезд на полосу встречного движения 3. Несоответствие скорости конкретным условиям движения 2. Несоблюдение очередности проезда 2. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Превышение установленной скорости движения 1. Неправильный выбор дистанции 2. ;12;(56.0, 37.3);13.0;0.0;23.0;29.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1460;Другие нарушения ПДД водителями 8. Нарушение правил расположения ТС на проезжей части 1. ;9;(43.1, 131.9);12.0;0.0;17.0;21.0;{'Дорожные знаки и светофоры': 1, 'Качество дорожного покрытия': 2, 'Пешеходная инфраструктура': 1, 'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1466;Несоответствие скорости конкретным условиям движения 2. Выезд на полосу встречного движения 3. Нарушение правил перестроения 1. ;6;(55.3, 42.1);8.0;0.0;8.0;12.0;{'Качество дорожного покрытия': 1}
1503;Выезд на полосу встречного движения 1. Неправильный выбор дистанции 1. Превышение установленной скорости движения 1. Несоответствие скорости конкретным условиям движения 1. ;4;(55.8, 38.8);4.0;1.0;10.0;11.0;{'Качество дорожного покрытия': 1}
1509;Несоблюдение очередности проезда 5. Выезд на полосу встречного движения 6. Другие нарушения ПДД водителями 3. Нарушение правил перестроения 2. Нарушение правил проезда пешеходного перехода 1. Неправильный выбор дистанции 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 1. ;19;(54.0, 37.5);26.0;3.0;37.0;61.0;{'Пешеходная инфраструктура': 1}
1513;Выезд на полосу встречного движения 5. Другие нарушения ПДД водителями 1. Выезд на полосу встречного движения в местах, где это запрещено 1. Несоответствие скорости конкретным условиям движения 3. Неправильный выбор дистанции 2. Несоблюдение очередности проезда 3. ;15;(55.1, 83.0);28.0;3.0;32.0;69.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1521;Другие нарушения ПДД водителями 5. Нарушение правил расположения ТС на проезжей части 6. Иные нарушения ПДД пешеходом 1. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Неправильный выбор дистанции 1. Ходьба вдоль проезжей части при наличии и удовлетворительном состоянии тротуара 1. Несоблюдение условий 1. разрешающих движение транспорта задним ходом 1. Нарушение правил проезда пешеходного перехода 1. Несоответствие скорости конкретным условиям движения 1. Нарушение требований дорожных знаков 1. Несоблюдение очередности проезда 1. ;22;(55.5, 37.3);18.0;4.0;23.0;66.0;{'Деятельность органов власти в сфере безопасности дорожного движения': 1}
1528;Нахождение на проезжей части без цели её перехода 1. Выезд на полосу встречного движения 2. Другие нарушения ПДД водителями 2. Неправильный выбор дистанции 1. ;6;(56.3, 38.7);8.0;2.0;9.0;17.0;{'Дорожные знаки и светофоры': 1}
1533;Неправильный выбор дистанции 18. Несоблюдение условий 1. разрешающих движение транспорта задним ходом 1. Другие нарушения ПДД водителями 12. Несоответствие скорости конкретным условиям движения 14. Нарушение правил перестроения 15. Несоблюдение очередности проезда 3. Переход проезжей части в запрещённом месте (оборудованном пешеходными ограждениями) 1. Выезд на полосу встречного движения 1. Нарушение требований сигналов светофора 1. Иные нарушения ПДД пешеходом 2. Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода 2. Нарушение правил расположения ТС на проезжей части 1. ;72;(55.6, 37.8);100.0;6.0;151.0;213.0;{'Пешеходная инфраструктура': 3, 'Деятельность органов власти в сфере безопасности дорожного движения': 1, 'Качество дорожного покрытия': 1, 'Дорожные знаки и светофоры': 5}
